Frequency (Hz),Magnitude,Magnitude (dB)
235.5573,0.000040,-87.966312
236.2626,0.000029,-90.635114
236.9679,0.000040,-88.029058
237.6731,0.000030,-90.471790
238.3784,0.000041,-87.699920
239.0836,0.000048,-86.384626
239.7889,0.000023,-92.905038
240.4942,0.000039,-88.205148
241.1994,0.000026,-91.617087
241.9047,0.000015,-96.199874
242.6099,0.000050,-86.047124
243.3152,0.000024,-92.508819
244.0205,0.000039,-88.140878
244.7257,0.000053,-85.484044
245.4310,0.000023,-92.843209
246.1363,0.000053,-85.467093
246.8415,0.000024,-92.557597
247.5468,0.000019,-94.308020
248.2520,0.000034,-89.324638
248.9573,0.000023,-92.768379
249.6626,0.000025,-92.159588
250.3678,0.000035,-89.136775
251.0731,0.000067,-83.421370
251.7783,0.000066,-83.613387
252.4836,0.000030,-90.551935
253.1889,0.000028,-91.106716
253.8941,0.000024,-92.574246
254.5994,0.000014,-97.291176
255.3047,0.000050,-85.969220
256.0099,0.000038,-88.429526
256.7152,0.000050,-86.096014
257.4204,0.000054,-85.329829
258.1257,0.000008,-102.317415
258.8310,0.000042,-87.553503
259.5362,0.000034,-89.489596
260.2415,0.000032,-89.772223
260.9467,0.000051,-85.785762
261.6520,0.000066,-83.598066
262.3573,0.000026,-91.707264
263.0625,0.000050,-85.987137
263.7678,0.000051,-85.917750
264.4731,0.000036,-88.792183
265.1783,0.000022,-93.267485
265.8836,0.000021,-93.534925
266.5888,0.000013,-97.678206
267.2941,0.000046,-86.764683
267.9994,0.000047,-86.534344
268.7046,0.000040,-88.012617
269.4099,0.000045,-86.894793
270.1151,0.000008,-102.047466
270.8204,0.000053,-85.562935
271.5257,0.000025,-91.876799
272.2309,0.000025,-92.017639
272.9362,0.000009,-100.874435
273.6415,0.000056,-85.005416
274.3467,0.000006,-104.421734
275.0520,0.000025,-92.046079
275.7572,0.000016,-95.892228
276.4625,0.000037,-88.619232
277.1678,0.000029,-90.626780
277.8730,0.000038,-88.291546
278.5783,0.000054,-85.414658
279.2835,0.000024,-92.410810
279.9888,0.000046,-86.691945
280.6941,0.000021,-93.554521
281.3993,0.000032,-89.971070
282.1046,0.000030,-90.394087
282.8099,0.000063,-84.024939
283.5151,0.000019,-94.256586
284.2204,0.000053,-85.509035
284.9256,0.000041,-87.766413
285.6309,0.000052,-85.609494
286.3362,0.000038,-88.436004
287.0414,0.000035,-89.153860
287.7467,0.000046,-86.675896
288.4519,0.000027,-91.455356
289.1572,0.000034,-89.380466
289.8625,0.000033,-89.646257
290.5677,0.000041,-87.805177
291.2730,0.000039,-88.103785
291.9783,0.000049,-86.203158
292.6835,0.000042,-87.484009
293.3888,0.000041,-87.721817
294.0940,0.000037,-88.559308
294.7993,0.000045,-87.027209
295.5046,0.000037,-88.700151
296.2098,0.000045,-86.878930
296.9151,0.000069,-83.199593
297.6203,0.000004,-108.079893
298.3256,0.000062,-84.124258
299.0309,0.000042,-87.495463
299.7361,0.000051,-85.896009
300.4414,0.000027,-91.215493
301.1466,0.000074,-82.572561
301.8519,0.000030,-90.582210
302.5572,0.000033,-89.567642
303.2624,0.000031,-90.064508
303.9677,0.000048,-86.313678
304.6730,0.000038,-88.448508
305.3782,0.000047,-86.650730
306.0835,0.000037,-88.601158
306.7887,0.000023,-92.856531
307.4940,0.000056,-85.004836
308.1993,0.000032,-89.795679
308.9045,0.000051,-85.773882
309.6098,0.000013,-97.467306
310.3150,0.000043,-87.253350
311.0203,0.000022,-93.185953
311.7256,0.000052,-85.607848
312.4308,0.000036,-88.762161
313.1361,0.000067,-83.516411
313.8414,0.000078,-82.207853
314.5466,0.000079,-82.010958
315.2519,0.000067,-83.524687
315.9571,0.000037,-88.666678
316.6624,0.000065,-83.713118
317.3677,0.000027,-91.398166
318.0729,0.000084,-81.547916
318.7782,0.000062,-84.181720
319.4834,0.000090,-80.915341
320.1887,0.000057,-84.945284
320.8940,0.000066,-83.550868
321.5992,0.000051,-85.795609
322.3045,0.000062,-84.208455
323.0098,0.000055,-85.166459
323.7150,0.000066,-83.626079
324.4203,0.000070,-83.123482
325.1255,0.000074,-82.622781
325.8308,0.000076,-82.414801
326.5361,0.000048,-86.286171
327.2413,0.000046,-86.666631
327.9466,0.000030,-90.464766
328.6518,0.000036,-88.836669
329.3571,0.000049,-86.147195
330.0624,0.000043,-87.361176
330.7676,0.000042,-87.572702
331.4729,0.000045,-86.966142
332.1782,0.000011,-98.902426
332.8834,0.000034,-89.333985
333.5887,0.000004,-108.690629
334.2939,0.000042,-87.590346
334.9992,0.000061,-84.310843
335.7045,0.000055,-85.194780
336.4097,0.000054,-85.385742
337.1150,0.000045,-87.022366
337.8202,0.000008,-101.593129
338.5255,0.000008,-101.839919
339.2308,0.000032,-89.955878
339.9360,0.000014,-97.199535
340.6413,0.000069,-83.208889
341.3466,0.000044,-87.131644
342.0518,0.000011,-99.095419
342.7571,0.000024,-92.541901
343.4623,0.000029,-90.831255
344.1676,0.000040,-88.060459
344.8729,0.000011,-98.962116
345.5781,0.000016,-95.739895
346.2834,0.000060,-84.367652
346.9886,0.000053,-85.564265
347.6939,0.000009,-100.448289
348.3992,0.000049,-86.150074
349.1044,0.000018,-94.995820
349.8097,0.000022,-93.082798
350.5150,0.000017,-95.271541
351.2202,0.000019,-94.342388
351.9255,0.000034,-89.427115
352.6307,0.000001,-125.681457
353.3360,0.000024,-92.508400
354.0413,0.000023,-92.896725
354.7465,0.000032,-89.909069
355.4518,0.000023,-92.855737
356.1570,0.000034,-89.358604
356.8623,0.000073,-82.730760
357.5676,0.000039,-88.076586
358.2728,0.000035,-89.152037
358.9781,0.000084,-81.517912
359.6834,0.000056,-85.049535
360.3886,0.000095,-80.448718
361.0939,0.000121,-78.308682
361.7991,0.000039,-88.092137
362.5044,0.000085,-81.406956
363.2097,0.000083,-81.585934
363.9149,0.000026,-91.535201
364.6202,0.000067,-83.519231
365.3254,0.000073,-82.712421
366.0307,0.000049,-86.227256
366.7360,0.000077,-82.264068
367.4412,0.000103,-79.755712
368.1465,0.000075,-82.459819
368.8518,0.000095,-80.405437
369.5570,0.000074,-82.662847
370.2623,0.000101,-79.921275
370.9675,0.000056,-84.999429
371.6728,0.000050,-86.026720
372.3781,0.000079,-82.012869
373.0833,0.000017,-95.619435
373.7886,0.000075,-82.545064
374.4938,0.000034,-89.369744
375.1991,0.000015,-96.289476
375.9044,0.000036,-88.969810
376.6096,0.000071,-83.009370
377.3149,0.000044,-87.214013
378.0202,0.000064,-83.931201
378.7254,0.000030,-90.589240
379.4307,0.000018,-94.863922
380.1359,0.000042,-87.466561
380.8412,0.000048,-86.318410
381.5465,0.000035,-89.069688
382.2517,0.000022,-93.344285
382.9570,0.000058,-84.735710
383.6622,0.000019,-94.201516
384.3675,0.000054,-85.380179
385.0728,0.000079,-82.079177
385.7780,0.000076,-82.415187
386.4833,0.000019,-94.511809
387.1885,0.000063,-84.004244
387.8938,0.000069,-83.255976
388.5991,0.000052,-85.756589
389.3043,0.000073,-82.790907
390.0096,0.000063,-83.980277
390.7149,0.000049,-86.133332
391.4201,0.000059,-84.554326
392.1254,0.000036,-88.904371
392.8306,0.000060,-84.415388
393.5359,0.000058,-84.747122
394.2412,0.000073,-82.714623
394.9464,0.000143,-76.883234
395.6517,0.000024,-92.303200
396.3569,0.000109,-79.258119
397.0622,0.000091,-80.799787
397.7675,0.000048,-86.414770
398.4727,0.000146,-76.725399
399.1780,0.000127,-77.912192
399.8833,0.000061,-84.236144
400.5885,0.000072,-82.813040
401.2938,0.000085,-81.459292
401.9990,0.000021,-93.636494
402.7043,0.000083,-81.587639
403.4096,0.000092,-80.733764
404.1148,0.000094,-80.512892
404.8201,0.000070,-83.047892
405.5253,0.000131,-77.654594
406.2306,0.000074,-82.615784
406.9359,0.000029,-90.655763
407.6411,0.000085,-81.390753
408.3464,0.000041,-87.675771
409.0517,0.000041,-87.769898
409.7569,0.000068,-83.356333
410.4622,0.000067,-83.492909
411.1674,0.000054,-85.328680
411.8727,0.000102,-79.842688
412.5780,0.000035,-89.183111
413.2832,0.000052,-85.717206
413.9885,0.000082,-81.726817
414.6937,0.000028,-90.904842
415.3990,0.000048,-86.381113
416.1043,0.000036,-88.906331
416.8095,0.000016,-95.718371
417.5148,0.000037,-88.690937
418.2201,0.000045,-86.925218
418.9253,0.000019,-94.327314
419.6306,0.000060,-84.427696
420.3358,0.000055,-85.170004
421.0411,0.000102,-79.803526
421.7464,0.000032,-89.997680
422.4516,0.000051,-85.845402
423.1569,0.000061,-84.248937
423.8621,0.000060,-84.370060
424.5674,0.000038,-88.305391
425.2727,0.000057,-84.837764
425.9779,0.000037,-88.538098
426.6832,0.000005,-105.216943
427.3885,0.000075,-82.553181
428.0937,0.000015,-96.756120
428.7990,0.000071,-83.025038
429.5042,0.000017,-95.562431
430.2095,0.000065,-83.681991
430.9148,0.000027,-91.479504
431.6200,0.000041,-87.812879
432.3253,0.000033,-89.677736
433.0305,0.000054,-85.384802
433.7358,0.000067,-83.426313
434.4411,0.000098,-80.131593
435.1463,0.000003,-110.829835
435.8516,0.000007,-102.783596
436.5569,0.000096,-80.389311
437.2621,0.000060,-84.429738
437.9674,0.000076,-82.403743
438.6726,0.000060,-84.472964
439.3779,0.000058,-84.680901
440.0832,0.000012,-98.316166
440.7884,0.000095,-80.462735
441.4937,0.000010,-100.376734
442.1989,0.000041,-87.696053
442.9042,0.000014,-97.129046
443.6095,0.000037,-88.649355
444.3147,0.000045,-86.902445
445.0200,0.000031,-90.223717
445.7253,0.000071,-82.991211
446.4305,0.000080,-81.890130
447.1358,0.000043,-87.323165
447.8410,0.000063,-83.947249
448.5463,0.000046,-86.700297
449.2516,0.000060,-84.505913
449.9568,0.000123,-78.176700
450.6621,0.000060,-84.468784
451.3673,0.000058,-84.723008
452.0726,0.000094,-80.505751
452.7779,0.000024,-92.256984
453.4831,0.000065,-83.741660
454.1884,0.000064,-83.833712
454.8937,0.000017,-95.373103
455.5989,0.000072,-82.798821
456.3042,0.000056,-85.031319
457.0094,0.000084,-81.541293
457.7147,0.000148,-76.596992
458.4200,0.000070,-83.140849
459.1252,0.000075,-82.539308
459.8305,0.000035,-89.048349
460.5357,0.000033,-89.737538
461.2410,0.000090,-80.928916
461.9463,0.000059,-84.514253
462.6515,0.000093,-80.648386
463.3568,0.000081,-81.801814
464.0621,0.000041,-87.691087
464.7673,0.000038,-88.430479
465.4726,0.000065,-83.800726
466.1778,0.000065,-83.734239
466.8831,0.000063,-83.972391
467.5884,0.000070,-83.129143
468.2936,0.000037,-88.631082
468.9989,0.000038,-88.381647
469.7041,0.000018,-94.889083
470.4094,0.000056,-85.026251
471.1147,0.000053,-85.529808
471.8199,0.000032,-89.903642
472.5252,0.000072,-82.843125
473.2304,0.000035,-88.996730
473.9357,0.000026,-91.564443
474.6410,0.000048,-86.429033
475.3462,0.000024,-92.231903
476.0515,0.000042,-87.436540
476.7568,0.000044,-87.043091
477.4620,0.000025,-92.019144
478.1673,0.000057,-84.814882
478.8725,0.000032,-89.912559
479.5778,0.000042,-87.476625
480.2831,0.000030,-90.482915
480.9883,0.000029,-90.885892
481.6936,0.000056,-85.017720
482.3988,0.000027,-91.461609
483.1041,0.000086,-81.278383
483.8094,0.000058,-84.744929
484.5146,0.000053,-85.554801
485.2199,0.000050,-85.999942
485.9252,0.000045,-86.843694
486.6304,0.000044,-87.110208
487.3357,0.000054,-85.367247
488.0409,0.000038,-88.352438
488.7462,0.000050,-86.069088
489.4515,0.000097,-80.279202
490.1567,0.000073,-82.759796
490.8620,0.000062,-84.178594
491.5672,0.000049,-86.143989
492.2725,0.000043,-87.371054
492.9778,0.000075,-82.475016
493.6830,0.000104,-79.693841
494.3883,0.000056,-85.101124
495.0936,0.000090,-80.929676
495.7988,0.000046,-86.835281
496.5041,0.000043,-87.404047
497.2093,0.000107,-79.415953
497.9146,0.000029,-90.636156
498.6199,0.000121,-78.311823
499.3251,0.000086,-81.288282
500.0304,0.000086,-81.286262
500.7356,0.000083,-81.667539
501.4409,0.000087,-81.167234
502.1462,0.000084,-81.505152
502.8514,0.000124,-78.132838
503.5567,0.000111,-79.081080
504.2620,0.000119,-78.467796
504.9672,0.000072,-82.831898
505.6725,0.000012,-98.326586
506.3777,0.000091,-80.857418
507.0830,0.000065,-83.692896
507.7883,0.000132,-77.603421
508.4935,0.000100,-80.032912
509.1988,0.000120,-78.407003
509.9040,0.000070,-83.083949
510.6093,0.000046,-86.780367
511.3146,0.000091,-80.850107
512.0198,0.000071,-82.946162
512.7251,0.000130,-77.710166
513.4304,0.000082,-81.742289
514.1356,0.000078,-82.146710
514.8409,0.000052,-85.599136
515.5461,0.000088,-81.151626
516.2514,0.000065,-83.709772
516.9567,0.000065,-83.703726
517.6619,0.000098,-80.157420
518.3672,0.000099,-80.090043
519.0724,0.000082,-81.725804
519.7777,0.000098,-80.151338
520.4830,0.000054,-85.349129
521.1882,0.000017,-95.322237
521.8935,0.000108,-79.358802
522.5988,0.000076,-82.355188
523.3040,0.000070,-83.063638
524.0093,0.000058,-84.692473
524.7145,0.000099,-80.072020
525.4198,0.000020,-93.995936
526.1251,0.000074,-82.673321
526.8303,0.000108,-79.353311
527.5356,0.000022,-92.978079
528.2408,0.000107,-79.386909
528.9461,0.000057,-84.883488
529.6514,0.000018,-94.705193
530.3566,0.000060,-84.375007
531.0619,0.000047,-86.610527
531.7672,0.000025,-92.104696
532.4724,0.000080,-81.981522
533.1777,0.000087,-81.213917
533.8829,0.000043,-87.293797
534.5882,0.000027,-91.500914
535.2935,0.000040,-87.961775
535.9987,0.000014,-96.833963
536.7040,0.000021,-93.496323
537.4092,0.000067,-83.506027
538.1145,0.000053,-85.489943
538.8198,0.000043,-87.304156
539.5250,0.000053,-85.461428
540.2303,0.000092,-80.702536
540.9356,0.000068,-83.331788
541.6408,0.000009,-100.987337
542.3461,0.000050,-86.057428
543.0513,0.000066,-83.620454
543.7566,0.000106,-79.480307
544.4619,0.000131,-77.687644
545.1671,0.000090,-80.892776
545.8724,0.000037,-88.660994
546.5776,0.000039,-88.178374
547.2829,0.000033,-89.599927
547.9882,0.000085,-81.382455
548.6934,0.000140,-77.057557
549.3987,0.000087,-81.256852
550.1040,0.000067,-83.475698
550.8092,0.000019,-94.501478
551.5145,0.000023,-92.917611
552.2197,0.000054,-85.301343
552.9250,0.000084,-81.503863
553.6303,0.000108,-79.362178
554.3355,0.000065,-83.784412
555.0408,0.000071,-82.932120
555.7460,0.000053,-85.573528
556.4513,0.000014,-97.054130
557.1566,0.000081,-81.862478
557.8618,0.000082,-81.750955
558.5671,0.000121,-78.309716
559.2723,0.000115,-78.818917
559.9776,0.000060,-84.397330
560.6829,0.000063,-83.950532
561.3881,0.000009,-101.371630
562.0934,0.000061,-84.255781
562.7987,0.000104,-79.622052
563.5039,0.000115,-78.817035
564.2092,0.000059,-84.575674
564.9144,0.000032,-89.786174
565.6197,0.000066,-83.616125
566.3250,0.000093,-80.675291
567.0302,0.000128,-77.864947
567.7355,0.000101,-79.942249
568.4407,0.000032,-89.947291
569.1460,0.000071,-82.997870
569.8513,0.000056,-84.984309
570.5565,0.000050,-85.981334
571.2618,0.000073,-82.683961
571.9671,0.000063,-84.060686
572.6723,0.000034,-89.342312
573.3776,0.000058,-84.685898
574.0828,0.000033,-89.560460
574.7881,0.000020,-93.786915
575.4934,0.000044,-87.128693
576.1986,0.000051,-85.812409
576.9039,0.000075,-82.505149
577.6091,0.000048,-86.369401
578.3144,0.000059,-84.629740
579.0197,0.000037,-88.549675
579.7249,0.000057,-84.843764
580.4302,0.000097,-80.257315
581.1355,0.000062,-84.189234
581.8407,0.000046,-86.799466
582.5460,0.000031,-90.146572
583.2512,0.000051,-85.910899
583.9565,0.000080,-81.966008
584.6618,0.000068,-83.387068
585.3670,0.000035,-89.223712
586.0723,0.000029,-90.859817
586.7775,0.000018,-94.926427
587.4828,0.000023,-92.759945
588.1881,0.000071,-82.998364
588.8933,0.000029,-90.733621
589.5986,0.000049,-86.178496
590.3039,0.000002,-115.124223
591.0091,0.000015,-96.754676
591.7144,0.000074,-82.603142
592.4196,0.000027,-91.365258
593.1249,0.000084,-81.525567
593.8302,0.000067,-83.457347
594.5354,0.000073,-82.767127
595.2407,0.000034,-89.340468
595.9459,0.000063,-84.053803
596.6512,0.000014,-96.991465
597.3565,0.000062,-84.095003
598.0617,0.000079,-82.023435
598.7670,0.000062,-84.214035
599.4723,0.000030,-90.361037
600.1775,0.000055,-85.269218
600.8828,0.000036,-88.951203
601.5880,0.000050,-86.024093
602.2933,0.000067,-83.464931
602.9986,0.000074,-82.654730
603.7038,0.000043,-87.405593
604.4091,0.000021,-93.591789
605.1143,0.000025,-91.953176
605.8196,0.000050,-85.990364
606.5249,0.000049,-86.218402
607.2301,0.000050,-86.095629
607.9354,0.000039,-88.285369
608.6407,0.000032,-89.807074
609.3459,0.000020,-93.872607
610.0512,0.000019,-94.480375
610.7564,0.000042,-87.567720
611.4617,0.000018,-94.875816
612.1670,0.000037,-88.659407
612.8722,0.000014,-96.776261
613.5775,0.000038,-88.312456
